,price,product_name,servings,weight
3327,£4.00,Innocent Up & Oat Super Smoothie,". *% Reference Intake, This bottle contains 5 servings. 150ml = 1 serving",750ml
3328,£3.90,Naked Red Machine Smoothie,". This pack contains 5 servings, *Reference intake of an average adult (8400kJ/2000kcal), **Contains naturally occurring sugars from juice",750ml
3329,£1.40,"GOOD TO GO Pineapple, Banana & Coconut Smoothie",Typical values as sold. Contains 1 Servings,250ml
3330,£1.40,"GOOD TO GO Orange, Mango & Fruit Smoothie",Typical values as sold. Contains 1 Servings,250ml
3331,£1.40,GOOD TO GO Strawberry & Banana Smoothie,Typical values as sold. Contains 1 Servings,250ml
3332,£1.00,Jimmy's Iced Coffee Original,Typical values as sold. Contains 1 Servings,330ml
3333,£1.00,Jimmy's Iced Coffee Mocha,Typical values as sold. Contains 1 Servings,330ml
3334,£1.45,Biotiful Dairy Kefir Drink Honey & Ginger,". Vitamins and Minerals, Vitamin B2, µg, Vitamin B12, µg, Calcium, mg, Phosphorus, mg, *naturally occurring sugars",250ml
3335,£2.19,Shaken Udder Chocolush!,". 39% RI* calcium per 250ml serving, * Reference Intake of an average adult (8400kj/2000kcal)",750ml
3336,£2.25,The Collective Dairy Kefir Drink Coconut,. NRV=Nutrient Reference Value,500ml
3337,£1.75,Starbucks Caffe Latte,. NRV=Nutrient Reference Value,220ml
3338,£1.35,Shaken Udder Top Banana! Milkshake,". 49% RI* calcium per 330ml serving, * Reference Intake of an average adult (8400kj/2000kcal)",330ml
3339,£2.25,The Collective Dairy Kefir Drink Mango & Turmeric,". Sugars only from milk &apos;n&apos; fruit, NRV = Nutrient Reference Value",500ml
3340,£1.35,Shaken Udder Strawberries & Cream Milkshake,". 48% RI* calcium per 330ml serving, * Reference Intake of an average adult (8400kj/2000kcal)",330ml
3341,£1.35,Shaken Udder Chocolush! Milkshake,". 51% RI* calcium per 330ml serving, * Reference Intake of an average adult (8400kj/2000kcal)",330ml
3342,£1.65,Cocio Classic Chocolate Milk,". 51% RI* calcium per 330ml serving, * Reference Intake of an average adult (8400kj/2000kcal)",270ml
3343,£2.19,Shaken Udder Vanillalicious!,". 39% RI* calcium per 250ml serving, * Reference Intake of an average adult (8400kj/2000kcal)",750ml
3344,£1.55,Emmi Caffè Latte Skinny,". ***RI = reference intake of an average adult (8400 kJ/2000 kcal), ****NRV = nutrient reference value",230ml
3345,£1.75,Starbucks Skinny Latte No Added Sugar,". ***RI = reference intake of an average adult (8400 kJ/2000 kcal), ****NRV = nutrient reference value",220ml
3346,£1.45,The Collective Dairy Kefir Drink Berries,". **Sugars from milk & fruit, NRV = Nutrient Reference Value",220ml
3347,£1.75,Starbucks Cappuccino,". **Sugars from milk & fruit, NRV = Nutrient Reference Value",220ml
3348,£2.25,The Collective Dairy Kefir Drink Passion Fruit 'n' Ginseng,". **Sugars from milk & fruit, NRV = Nutrient Reference Value",500ml
3349,£1.35,Shaken Udder Salted Caramel Milkshake,". 50% RI* calcium per 330ml serving, * Reference Intake of an average adult (8400kj/2000kcal)",330ml
3350,£1.35,Shaken Udder Vanillalicious! Milkshake,". 52% RI* calcium per 330ml serving, * Reference Intake of an average adult (8400kj/2000kcal)",330ml
3351,£2.20,Emmi Caffè Latte Cappuccino Mr Big,". **RI = reference intake of an average adult (8400kJ/2000kcal), ***NRV = nutrient reference value",370ml
3352,£1.55,Emmi Caffè Latte Cappuccino,". **RI =reference intake of an average adult ^8400 kJ/2000 kcal), ***NRV = nutrient reference value",230ml
3353,£1.75,Starbucks Caramel Macchiato,". **RI =reference intake of an average adult ^8400 kJ/2000 kcal), ***NRV = nutrient reference value",220ml
3354,£2.20,Emmi Skinny Caffè Latte Mr Big,". ***RI = reference intake of an average adult (8400 kJ/2000 kcal), ****NRV = nutrient reference value",370ml
3355,£1.45,The Collective Dairy Kefir Drink Mango,". **Sugars from milk & fruit, NRV = Nutrient Reference Value",220ml
3356,£1.65,Cocio Dark Chocolate Milk,". **Sugars from milk & fruit, NRV = Nutrient Reference Value",270ml
3357,£1.00,Arla Protein Raspberry Strawberry Milk Drink,. *RI = Reference intake,225ml
3358,£1.80,Starbucks Frappuccino Mocha,. *RI = Reference intake,250ml
3359,£1.79,Arla Protein Chocolate Flavoured Milk Drink,. 3¢RI = Reference Intake of an average adult,479ml
3360,£1.75,Starbucks Doubleshot Espresso,. 3¢RI = Reference Intake of an average adult,200ml
3361,£1.55,Emmi Caffè Latte Colombia Edition,. 3¢RI = Reference Intake of an average adult,230ml
3362,£1.75,Starbucks Almond Plant-Based Iced Coffee,. 3¢RI = Reference Intake of an average adult,220ml
3363,£2.00,For Goodness Shakes Protein Chocolate,". **Reference Intake for an average adult (8400kJ / 2000kcal), Bottle contains 1 serving",475ml
3364,£1.75,Starbucks Doubleshot Espresso No Added Sugar,". **Reference Intake for an average adult (8400kJ / 2000kcal), Bottle contains 1 serving",200ml
3365,£1.69,For Goodness Shakes Recovery Vanilla,". *Reference Intake for an average adult (8400kJ / 2000kcal), Bottle contains 1 serving",475ml
3366,£1.65,Cocio One Chocolate Milk,". *Reference Intake for an average adult (8400kJ / 2000kcal), Bottle contains 1 serving",270ml
3367,£1.69,For Goodness Shakes Recovery Chocolate,. *Reference Intake for an average adult (8400kJ / 2000kcal),475ml
3368,£5.25,Clive's Nut Roast,. *Reference Intake for an average adult (8400kJ / 2000kcal),280g
3369,£2.20,Linda McCartney's 2 Deep Dish Country Pies,. Pack Contains 2 Servings,380g
3370,£3.50,Waitrose Vegetarian Halloumi Fries,Typical values as prepared. Contains 10 Servings,200g
3371,£4.00,Waitrose Vegetarian Tomato & Mozzarella Arancini,Typical values as prepared. Contains 2 Servings,300g
3372,£4.00,Waitrose Vegetarian Mushroom Arancini,Typical values as prepared. Contains 6 Servings,300g
3373,£2.65,Higgidy Vegan Miso-mushroom Rolls,Typical values as prepared. Contains 6 Servings,160g
3374,£2.65,Higgidy No-Pork Pies,Typical values as prepared. Contains 6 Servings,176g
3375,£2.20,Quorn Vegan Ham Slices,. Serves 4,100g
3376,£2.50,Higgidy Porcini Mushroom & Spinach Quiche,. Serves 4,155g
3377,£2.20,Quorn Vegan Chicken Slices,. Serves 4,100g
3378,£2.75,Quorn Vegetarian Chicken Slices,. Serve 6,170g
3379,£2.75,Quorn Ham Slices,. Serves 6,170g
3380,£4.25,Higgidy Spinach & Tomato Quiche,. Serves 6,380g
3381,£2.75,Quorn Roast Style Sliced Fillets,. Serves 2,140g
3382,£2.25,Quorn Thai Aromatic Bites,. Serves 2-3,180g
3383,£3.00,Higgidy 8 Cheddar & Spinach Mini Muffins,. Serves 2-3,160g
3384,£2.20,Linda McCartney's Frozen Red Onion & Rosemary Sausages,. Pack Contains 3 Servings,270g
3385,£2.20,Linda McCartney's Frozen Vegetarian Sausages,. Pack Contains 3 Servings,270g
3386,£2.20,Linda McCartney's 2 Mozzarella 1/4lb Burgers,. Pack Contains 2 Servings,227g
3387,£2.00,Goodlife Parsnip & Carrot Nut Burgers,. Pack Contains 2 Servings,320g
3388,£2.49,Goodlife Spicy Veg Beanburgers,. Pack Contains 2 Servings,454g
3389,£1.90,Waitrose Frozen 4 Vegetable Cripsbakes,Typical values as prepared. Contains 4 Servings,454g
3390,£3.00,Strong Roots Kale & Quinoa Burgers,. 4 servings per container; Serving size 1 burger (75g),300g
3391,£3.00,Quorn Emmental Escalopes,. Serves 2:,220g
3392,£2.20,Linda McCartney's 2 Vegetarian 1/4lb Burgers,. Pack Contains 2 Servings,227g
3393,£2.20,Linda McCartney's Frozen Vegetarian Chorizo Sausages,. Pack Contains 3 Servings,270g
3394,£3.00,Naked Burgers Without the Moo,. Pack Contains 3 Servings,260g
3395,£3.00,Waitrose Vegan Spanish Style Whirls,Typical values as prepared. Contains 3 Servings,300g
3396,£2.00,Heck Vegan Breakfast Sausages,Typical values as prepared. Contains 3 Servings,255g
3397,£2.50,Quorn Vegan Hot & Spicy Burgers,. Serves 4,264g
3398,£3.00,Naked Sausages Without the Oink,. Serves 4,270g
3399,£2.75,Quorn 2 Peppered Steaks,. Serves 2,196g
3400,£2.50,Vivera Plant Chicken Burgers,". *= Reference intake of an average adult (8400 kJ/2000 kcal), **=Reference intake of vitamins and minerals",200g
3401,£1.50,Frozen Quorn Mince,. Serves 4,300g
3402,£1.50,Frozen Quorn Pieces,. Serves 4,300g
3403,£2.00,The Tofoo Co. Naked Tofu,. Pack contains approx. 4 servings,280g
3404,£3.00,Quorn Mince,. Serves 4-5,350g
3405,£2.55,The Tofoo Co. Smoked Tofu,. Pack contains approx. 3 servings,225g
3406,£2.95,This Isn't Bacon Plant-Based Rashers,. *RI% = Reference intake of an average adult (8400kJ/2000kcal),120g
3407,£2.00,Quorn 15 Crispy Nuggets,. Serves 3-4,300g
3408,£2.75,Linda McCartney's Vegetarian Meatballs,. Serves 3-4,240g
3409,£3.65,This Isn't Chicken Plant-Based Sea- Salt & Black Pepper,. *RI% = Reference intake of an average adult (8400kJ/2000kcal),190g
3410,£1.75,Quorn Bacon Rashers,. Serves 4,120g
3411,£2.50,Waitrose Vegan Veggie Balls,Typical values as prepared. Contains 3 Servings,240g
3412,£3.00,Quorn Pieces,. Serves 4-5,350g
3413,£3.00,Vivera Veggie Shawarma Kebab,". *= Reference intake of an average adult (8400 kJ/2000 kcal), **=Reference intake of vitamins and minerals",175g
3414,£3.00,Meet The Alternative Beef Style Mince Made with Soya,. *Reference intake of an average adult (8400kJ/kcal),500g
3415,£2.20,Linda McCartney's Vegetarian Shredded Hoisin Duck,. Pack Contains 4 Servings,300g
3416,£3.00,The Tofoo Co. Tempeh,. Pack contains approx. 3 servings,200g
3417,£3.00,Naked Mince Without the Moo,. Pack contains approx. 3 servings,300g
3418,£3.00,Waitrose Vegan No Chicken Crispy Slices,Typical values as prepared. Contains 2 Servings,220g
3419,£4.00,Linda McCartney's Vegetarian Beef Roast Red Wine Glaze,. Pack Contains 4 Servings,500g
3420,£3.65,This Isn't Chicken Plant-Based Nuggets,". *RI% = Reference intake of an average adult (8400 kJ/2000 kcal), One pack contains 2 portions",230g
3421,£3.65,This Isn't Chicken Plant-Based Soy & Garlic Pieces,". *RI% = Reference intake of an average adult (8400kJ/2000kcal), One pack contains 2 portions",190g
3422,£3.00,Naked Meatballs Without the Moo,". *RI% = Reference intake of an average adult (8400kJ/2000kcal), One pack contains 2 portions",276g
3423,£2.00,Richmond Meat Free Burgers,". *RI% = Reference intake of an average adult (8400kJ/2000kcal), One pack contains 2 portions",170g
3424,£3.09,Vivera Plant Steak,". *= Reference intake of an average adult (8400 kJ/2000 kcal), **= Reference intake of vitamins and minerals",200g
3425,£2.50,Quorn Sweet Chipotle Goujons,. Serves 2,180g
3426,£3.00,Vivera Plant Bacon,". *= Reference intake of an average adult (8400 kJ/2000 kcal), **= Reference intake of vitamins and minerals",175g
3427,£3.00,Vivera Plant Greek Style Kebab,". *= Reference intake of an average adult (8400 kJ/2000 kcal), **= Reference intake of vitamins and minerals",175g
3428,£3.00,Squeaky Bean Hot & Spicy Chicken Style Pieces,". *= Reference intake of an average adult (8400 kJ/2000 kcal), **= Reference intake of vitamins and minerals",160g
3429,£3.00,Vivera Plant Chicken Tenders,". *= Reference intake of an average adult (8400 kJ/2000 kcal), **=Reference intake of vitamins and minerals",210g
3430,£2.50,Vivera Plant Meatballs,". *= Reference intake of an average adult (8400 kJ/2000 kcal), **=Reference intake of vitamins and minerals",200g
3431,£3.00,Squeaky Bean Tikka Chicken Style Pieces,". *= Reference intake of an average adult (8400 kJ/2000 kcal), **=Reference intake of vitamins and minerals",160g
3432,£2.75,Naked Glory Vegan Mince,". *= Reference intake of an average adult (8400 kJ/2000 kcal), **=Reference intake of vitamins and minerals",260g
3433,£2.50,Vivera Plant Mince,". *= Reference intake of an average adult (8400 kJ/2000 kcal), **=Reference intake of vitamins and minerals",220g
3434,£2.50,Squeaky Bean Crispy Nuggets,". *= Reference intake of an average adult (8400 kJ/2000 kcal), **=Reference intake of vitamins and minerals",200g
3435,£2.00,Cauldron Original Tofu,. Serves 4,396g
3436,£2.50,Cauldron Marinated Tofu Pieces,. Serves 4,160g
3437,£2.50,Cauldron Teriyaki Tofu Pieces,. Serves 2,160g
3438,£2.65,The Tofoo Co. Teriyaki,. Serves 2,280g
3439,£3.00,The Tofoo Co. Naked XL,. Pack contains approx. 6 servings,450g
3440,£3.25,The Tofoo Co. Cubed Sweet Soy,. Pack contains 3 servings,200g
3441,£2.80,Bonne Maman Pineapple & Rum Compote Dessert,. Pack contains 3 servings,2x130g
3442,£1.55,Koko Unsweetened Coconut Drink,. *Daily reference intake of an average adult (8400kJ/2000kcal),1litre
3443,£3.10,Marigold Engevita Yeast Flakes with Added B12,". *NRV = Nutrient Reference Value, The mineral content and vitamin values are subject to fluctuation",125g
3444,£2.25,Squeaky Bean Pastrami Style Slices,". *NRV = Nutrient Reference Value, The mineral content and vitamin values are subject to fluctuation",90g
3445,£2.20,Quorn Vegan Pepperoni,. Serves 4,100g
3446,£2.25,Squeaky Bean Ham Style Slices,. Serves 4,90g
3447,£3.00,Squeaky Bean Garlic & Herb Chicken Style Pieces,. Serves 4,160g
3448,£3.95,OGGS Victoria Sponge Cakes,. 4 servings,4x46g
3449,£2.05,Lazy Day dark chocolate tiffin,. Contains 5 servings,150g
3450,£3.95,OGGS Chocolate Fudge Cakes,. 4 servings,4x46g
3451,£3.55,Sweet Freedom Choc Shot Liquid Chocolate,. 4 servings,320g
3452,£2.00,Freaks of Nature Chocolate Mousse,. 4 servings,2x70g
3453,£2.50,OGGS 2 Chocolate Fudge Cupcakes,. 2 servings,126g
3454,£2.05,Lazy Day Millionaire Shortbread,. Contains 5 servings,150g
3455,£5.00,Northern Bloc White Chocolate & Honeycomb,. Contains 5 servings,500ml
3456,£2.50,Lazy Day Millionaire Crispie Bites,. Contains 5 servings,180g
3457,£5.00,Northern Bloc Vegan Salted Caramel & Almond Swirl,. Contains 5 servings,500ml
3458,£8.00,OGGS Chocolate Celebration Cake,. 10 Servings,602g
3459,£2.00,Freaks of Nature Lemon Mousse,. This pack contains 2 portions,2x70g
3460,£5.00,Northern Bloc Peanut Chip,. This pack contains 2 portions,500ml
3461,£2.50,Lazy Day Rocky Road Bites,. This pack contains 2 portions,165g
3462,£5.00,OGGS Zesty Lemon Cake,. 6 servings,386g
3463,£2.50,Quorn Peri Peri Strips,. Serves 2,175g
3464,£1.90,Waitrose Vegan Soya Mince,Typical values as prepared. Contains 6 Servings,500g
3465,£2.20,Biona Organic Banana Blossom,Typical values as prepared. Contains 6 Servings,drained 225g
3466,£3.50,Naked Without The Cluck No Chicken Kievs,. *NRV% - Nutritional Reference Values of an average adult,280g
3467,£2.50,Naked Without The Cluck No Chicken Nuggets,. *NRV% - Nutritional Reference Values of an average adult,200g
3468,£3.50,Squeaky Bean Sticky Chinese Style Ribs,. *NRV% - Nutritional Reference Values of an average adult,300g
3469,£3.99,Bonsan Breakfast Scramble,. *NRV% - Nutritional Reference Values of an average adult,200g
3470,£3.50,Squeaky Bean Katsu Curry,. *NRV% - Nutritional Reference Values of an average adult,300g
3471,£3.75,itsu Vegetable Fusion Gyoza 20s,. This pack contains 2-3 servings,300g
3472,£2.00,Waitrose Vegan Mince,Typical values as prepared. Contains 2 Servings,240g
3473,£4.50,Waitrose Vegan Moroccan-Inspired Vegetable Tart,Typical values as prepared. Contains 2 Servings,350g
3474,£3.00,Waitrose Vegan Voussaka,Typical values as prepared. Contains 1 Servings,400g
3475,£1.80,Clearspring Tofu,. *DRI = Daily Reference Intake,300g
3476,£2.99,Bonsan Kofu Steak,. *DRI = Daily Reference Intake,120g
3477,£3.99,Bonsan Kofu Fishfree Fillet,. *DRI = Daily Reference Intake,150g
3478,£3.30,Waitrose Sriracha Egg & Chorizo Wrap,Typical values as sold. Contains 1 Servings,150g
3479,£3.30,Waitrose Brie & Bacon Sandwich,Typical values as sold. Contains 1 Servings,150g
3480,£3.25,Waitrose Salt Beef & Mustard Mayo Sandwich,Typical values as sold. Contains 1 Servings,each
3481,£1.30,Essential Smoked Ham Sandwich,Typical values as sold. Contains 1 Servings,each
3482,£3.30,Waitrose Chana Masala & Spinach Wraps,Typical values as sold. Contains 1 Servings,each
3483,£1.80,Waitrose Love Life Cheese & Tomato Sandwich,Typical values as sold. Contains 1 Servings,each
3484,£3.30,Waitrose The Chicken Caesar Sandwich,Typical values as sold. Contains 1 Servings,each
3485,£3.30,Waitrose Piri Piri Chicken,Typical values as sold. Contains 1 Servings,each
3486,£3.30,Waitrose Falafel & Houmous Wrap,Typical values as sold. Contains 1 Servings,each
3487,£3.30,Waitrose Coconut Chicken Wrap,Typical values as sold. Contains 1 Servings,each
3488,£3.30,Waitrose Spiced Falafel & Feta,Typical values as sold. Contains 1 Servings,each
3489,£1.50,Vici surimi royal,Typical values as sold. Contains 1 Servings,120g
3490,£2.05,Dole Fruit in Jelly Peaches in Strawberry Jelly,. *Nutrient Reference Value,4x123g
3491,£2.05,Dole Fruit in Jelly Mandarins,. *Nutrient Reference Value,4x123g
3492,£1.50,MOJU Vitamin C Shot,. RI = Reference Intake,60ml
3493,£1.30,Fentimans Gently Sparkling Elderflower,. RI = Reference Intake,275ml
3494,£1.00,Ritter Sport Whole Hazelnuts,. RI = Reference Intake,100g
3495,£3.00,KP Dry Roasted Peanuts,. 13 - 14 servings per pack,415g
3496,£2.25,Waitrose Walnuts,Typical values as sold. Contains 6 Servings,150g
3497,£1.00,Pastel de Nata Portuguese Custard Tart,Typical values as sold. Contains 1 Servings,each
3498,£2.55,Deliciously Ella Cacao & Almond Bars,Typical values as sold. Contains 1 Servings,3x50g
3499,£6.00,Waitrose Cashew Nuts,Typical values as sold. Contains 16 Servings,400g
3500,£1.00,Ritter Sport Marzipan,Typical values as sold. Contains 16 Servings,100g
3501,£2.50,Waitrose Brazil Nuts,Typical values as sold. Contains 6 Servings,150g
3502,£3.00,Waitrose DUCHY Cashew Nuts,Typical values as sold. Contains 6 Servings,150g
3503,£2.00,Tyrrells Nut Medley Sea Salt & Ground Black Pepper,. 3 - 4 servings per pack,105g
3504,50p,Jam Doughnut,Typical values as sold. Contains 1 Servings,each
3505,£1.30,KIND Dark Chocolate Nuts & Sea Salt,. *Reference intake of an average adult (8400 kJ/2000 kcal),40g
3506,£2.00,Itsu Crispy Seaweed Thins Sweet Soy & Sea Salt,". NRV = nutrient reference value, This pack contains 3 servings",3x5g
3507,£1.00,Ritter Sport Peppermint,". NRV = nutrient reference value, This pack contains 3 servings",100g
3508,£1.60,Waitrose roasted salted cashews,Typical values as sold. Contains 4 Servings,100g
3509,£2.29,Wonderful Almonds Natural,Typical values as sold. Contains 4 Servings,115g
3510,£1.50,Flipz Milk Chocolate Coated Pretzels,. Typical number of servings per pack: 4,90g
3511,£5.00,Waitrose Roasted Pistachios in Shell,Typical values as sold. Contains 8 Servings,400g
3512,£2.35,Wonderful almonds roasted salted,Typical values as sold. Contains 8 Servings,115g
3513,89p,itsu Prawn Snackers Sweet Chilli Prawn Crackers,. This pack contains 1 serving,19g
3514,85p,Emily Veg Crisps Rainbow Roots,. *Contains naturally occurring sugars,23g
3515,£1.00,Pastel de Nata Raspberry Portuguese Custard Tart,Typical values as sold. Contains 1 Servings,each
3516,£2.55,Deliciously Ella Apricot & Coconut,Typical values as sold. Contains 1 Servings,3x50g
3517,£4.00,Waitrose Mixed Roasted Nuts,Typical values as sold. Contains 10 Servings,250g
3518,£2.00,Tyrrells Nut Medley Sweet Chilli & Red Pepper,. 3 - 4 servings per pack,100g
3519,£1.00,Butterscotch & Pecan Yum Yum,Typical values. Contains 1 Servings,each
3520,85p,Propercorn Sweet & Salty,Typical values. Contains 1 Servings,30g
3521,£2.50,KP Unsalted Roasted Peanuts,. 8 - 9 servings per pack,250g
3522,£1.00,Marlborough Bun,Typical values as sold. Contains 1 Servings,each
3523,£1.85,Deliciously Ella Hazelnut Balls,Typical values as sold. Contains 1 Servings,36g
3524,89p,itsu Prawn Crackers Peking Duck Flavour,. This pack contains 1 serving,19g
3525,£1.85,Deliciously Ella Almond Balls,. This pack contains 1 serving,36g
3526,£1.00,Schär Gluten Free Pretzels,. *RI = Reference intake of an average adult (8 400kJ/2 000kcal),60g
3527,£1.30,KIND Peanut Butter Dark Chocolate,. *Reference intake of an average adult (8400kJ/2000kcal),40g
3528,£1.00,ITSU Wasabi Crispy Seaweed Thins,". NRV = nutrient reference value, This pack contains 1 serving",5g
3529,£2.00,Waitrose wasabi peas,Typical values as sold This pack provides 8 servings. Contains 8 Servings,200g
3530,85p,Propercorn Lightly Sea Salted,Typical values as sold This pack provides 8 servings. Contains 8 Servings,20g
3531,£1.30,Raspberry & Rose Doughnut,Typical values. Contains 1 Servings,each
3532,£1.00,"Love, Corn Sea Salt",Typical values. Contains 1 Servings,45g
3533,£1.00,Itsu Crispy Seaweed Thins Korean BBQ,". RI = reference intake, This pack contains 1 serving",5g
3534,£1.00,Milk Chocolate Dipped Flapjack 77g,Typical values as sold. Contains 1 Servings,each
3535,85p,Emily Veg Sticks Simply Sea Salt,. *Contains naturally occurring sugars,35g
3536,60p,Milk Chocolate Cookie Belgian Choc Chunks,Typical values as sold. Contains 1 Servings,each
3537,£1.89,Prewetts Gluten Free Jammy Wheels,Typical values as sold. Contains 1 Servings,160g
3538,£1.00,"Love, Corn Smoked BBQ",Typical values as sold. Contains 1 Servings,45g
3539,£1.30,Gluten-Free Lemon & Poppy Seed Cupcake,Typical values as sold. Contains 1 Servings,each
3540,60p,Triple Choc Cookie Belgian Choc Chunks,Typical values as sold. Contains 1 Servings,each
3541,50p,Squirrel Sisters Cacao Brownie Raw Energy Bar,Typical values as sold. Contains 1 Servings,2x20g
3542,£1.20,GOOD TO GO Gingerbread Man,Typical values. Contains 1 Servings,51g
3543,£1.19,Jackson's White Bloomer,. *RI = Reference Intake,800g
3544,£1.19,Jackson's Seeded Bloomer,. *RI = Reference Intake,800g
3545,£2.00,No.1 White Sourdough Bread,Typical values. Contains 10 Servings,500g
3546,£1.00,Waitrose Soft White Medium Sliced,Typical values as sold. Contains 20 Servings,800g
3547,£1.35,Black Sheep Craft Bakery White Tiger Bloomer,Typical values as sold. Contains 20 Servings,800g
3548,£1.15,Warburtons toastie thick sliced white bread,. Contains 17 slices,800g
3549,£1.00,Waitrose Soft White Thick Bread,Typical values as sold. Contains 16 Servings,800g
3550,99p,Hovis Soft White Medium,". *Reference Intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains 20 slices",800g
3551,£3.45,Warburtons Tiger Bloomer,". *Reference Intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains 20 slices",400g
3552,90p,Waitrose Soft White Farmhouse,Typical values as sold. Contains 12 Servings,400g
3553,95p,Warburtons danish sliced white bread,. Contains 16 slices,400g
3554,85p,Warburtons toastie thick sliced white bread,. Contains 14 slices,400g
3555,£3.50,Bertinet Bakery White Sourdough Sliced,. Contains 14 slices,1000g
3556,99p,Hovis soft white thick,". *Reference Intake (RI*) of an average adult (8400kJ / 2000kcal), This loaf contains 16 slices",800g
3557,60p,Essential White Medium Sliced Bread,Typical values as sold. Contains 22 Servings,800g
3558,£1.30,Waitrose Soft White Farmhouse,Typical values as sold. Contains 16 Servings,800g
3559,£1.29,Jackson's Half White Bloomer,. *RI = Reference Intake,400g
3560,£1.95,Bertinet White Sourdough Loaf,. *RI = Reference Intake,500g
3561,£1.50,Warburtons Old English White,. Contains 10 slices,400g
3562,£3.00,Waitrose Free From Tiger Loaf,Typical values as sold. Contains 6 Servings,400g
3563,£2.55,Schär Wholesome White Loaf,. *RI = Reference intake of an average adult (8 400 kJ/2 000 kcal),300g
3564,£1.69,Jacksons of Yorkshire The 1851 Loaf,. *RI = Reference Intake,800g
3565,90p,Warburtons white bread medium sliced,. Contains 17 slices,400g
3566,£1.90,"Waitrose Duchy Wheat, Rye & Sunflower Bloomer",Typical values as sold. Contains 9 Servings,400g
3567,£2.55,Genius Soft White Farmhouse Loaf,". *Reference intake of an average adult (8400kJ/2000kcal), Number of servings: 15, Serving size: 36g",535g
3568,£2.20,Cohens Bakery challa,. Additional Information 20.1% of calories from Fat 69.9% from Carbohydrates 10% from Protein,400g
3569,£3.55,Warburtons White Sourdough Cob,. Additional Information 20.1% of calories from Fat 69.9% from Carbohydrates 10% from Protein,400g
3570,£1.80,Warburtons Gluten Free White Bread,". Contains 11 slices, *Nutrient Reference Value",300g
3571,£1.50,Hovis Seed Sensations Original Seven Seeds,". * Reference Intake (RI) of an average adult (8400kJ / 2000 kcal), This loaf contains approx. 17 slices",800g
3572,£1.35,Jacksons Super-Seed Brown Bloomer,. *RI = Reference Intake,800g
3573,£1.25,Waitrose Multigrain Farmhouse Batch,Typical values as sold. Contains 16 Servings,800g
3574,£1.45,Warburtons seeded batch loaf,. Contains 18 slices,800g
3575,£1.25,Waitrose Farmhouse Batch Multiseed,Typical values as sold. Contains 16 Servings,800g
3576,£1.59,Hovis Granary Medium,". Reference Intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains 22 slices",800g
3577,£2.00,Genius Triple Seeded Farmhouse Loaf,". *Reference intake of an average adult (8400kJ/2000kcal), Number of servings: 15. Serving size: 36g",535g
3578,90p,Hovis seed sensations original seven seeds,". *Reference Intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains 12 slices",400g
3579,£1.55,Vogel's soya & linseed bread,". *Reference Intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains 12 slices",800g
3580,90p,Hovis Granary Original Loaf,. *Reference Intake (RI) of an average adult (8400kJ / 2000kcal),400g
3581,£1.90,Waitrose Duchy Wholemeal Seeded Bloomer,Typical values as sold. Contains 9 Servings,400g
3582,£1.25,Waitrose Ancient Grains & Oat Cob,Typical values as sold. Contains 18 Servings,600g
3583,£2.50,Waitrose Free Sliced Seeded Cob,Typical values as sold. Contains 6 Servings,400g
3584,£1.55,Vogel's original mixed grain bread,Typical values as sold. Contains 6 Servings,800g
3585,£1.45,Hovis Granary Wholemeal,". *Reference Intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains approx. 17 slices",800g
3586,£1.50,Hovis Fabulous Fibre Sliced Loaf,". *Reference intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains 14 slices",600g
3587,90p,Waitrose Multigrain Farmhouse Loaf,Typical values as sold. Contains 12 Servings,400g
3588,90p,Waitrose Multiseed Farmhouse Loaf,Typical values as sold. Contains 12 Servings,400g
3589,£2.25,Bertinet Bakery Seeded Sourdough,Typical values as sold. Contains 12 Servings,550g
3590,£2.55,Schär Wholesome Seeded Loaf,. *RI = Reference intake of an average adult (8 400 kJ/2 000 kcal),300g
3591,£1.29,Jackson's Half Seeded Bloomer,. *RI - Reference Intake,400g
3592,75p,Essential White Sesame Seed Burger Buns,. Contains 6 Servings,6s
3593,£1.50,Hovis Glorious Grains Sliced Loaf,". *Reference intake (RI) of an average adult (8400kJ / 2000kcal), This loaf contains 14 Slices",600g
3594,£1.55,Livlife seriously seeded sliced bread,". Contain approx. 15 slices, Regular bread contains on average 40.2g carbohydrates per 100g",500g
3595,£2.50,Waitrose Free From Mixed Seed Loaf,Typical values as sold. Contains 6 Servings,400g
3596,£2.65,Schär Gluten Free Vitality Loaf,. *RI = Reference intake of an average adult (8 400 kJ/2 000 kcal),350g
3597,£3.10,BFree Brown Seeded Loaf,". * This pack contains 9 portions (9 slices), Reference intake of an average adult 8,400 kJ/2000 kcal",400g
3598,£3.95,Bertinet Seeded Sourdough Loaf,". * This pack contains 9 portions (9 slices), Reference intake of an average adult 8,400 kJ/2000 kcal",1100g
3599,£1.80,Warburtons Gluten Free Multiseed Bread,". Contains 11 slices, *Nutrient Reference Value",300g
3600,£1.19,Jackson's Brown Bloomer,. *RI = Reference Intake,800g
